  0   -1.0000 11366310303785549824.00
  1   10.5167      412834303311872.00
  2   10.5500     1701139103875072.00
  3   10.5833     1425368783257600.00
  4   10.6167     1991382793191424.00
  5   10.6500     1356222896799744.00
  6   10.6833     1233406562140160.00
  7   10.7167     1067124822900736.00
  8   10.7500     1211996955475968.00
  9   10.7833      972463609479168.00
 10   10.8167     1255628722929664.00
 11   10.8500      936872691892224.00
 12   10.8833      655759700393984.00
 13   10.9167      426797409763328.00
 14   10.9500      346755124166656.00
 15   10.9833      221802596925440.00
 16   11.0167       21233391370240.00
 17   11.0500    21332168403845120.00
 18   11.0833    18591335023902720.00
 19   11.1167     2908912361668608.00
 20   11.1500      307836244459520.00
 21   11.1833     1246031618506752.00
 22   11.2167       65958647431168.00
 23   11.2500      893494931488768.00
 24   11.2833     1267485651238912.00
 25   11.3167      287730227478528.00
 26   11.3500      652179845152768.00
 27   11.3833      104996926390272.00
 28   11.4167      190971979497472.00
 29   11.4500     1091952284008448.00
 30   11.4833     1556118593601536.00
 31   10.5000    18154841792577536.00
 32   10.5333     2729395076726784.00
 33   10.5667     4107347555254272.00
 34   10.6000     2943265389150208.00
 35   10.6333     6307164306014208.00
 36   10.6667     2851866874478592.00
 37   10.7000     5757661358325760.00
 38   10.7333     2785170327339008.00
 39   10.7667     4230441317957632.00
 40   10.8000     2805067568644096.00
 41   10.8333     7728727077158912.00
 42   10.8667     6484186214957056.00
 43   10.9000     2097305276645376.00
 44   10.9333     6189516561842176.00
 45   10.9667     6665258278060032.00
 46   11.0333   451525994818306048.00
 47   11.4667  2558872520602157056.00
 48   11.5000    25805765537169408.00
 49   10.5000                Infinity
 50   10.5333      551073127333888.00
 51   10.5667      807965959389184.00
 52   10.6000      647339484119040.00
 53   10.6333      953920423723008.00
 54   10.6667      110059744919552.00
 55   10.7000      292571964243968.00
 56   10.7333       81097295659008.00
 57   10.7667       29393632100352.00
 58   10.8000       37441788444672.00
 59   10.8333       13288299560960.00
 60   10.8667       16942609989632.00
 61   10.9000       61054176460800.00
 62   10.9333      186938753548288.00
 63   10.9667      686180215554048.00
 64   11.0000       39059195953152.00
 65   11.0333      902743673798656.00
 66   11.0667     3133204949106688.00
 67   11.2250     3069905721098240.00
 68   11.2583     2961790388404224.00
 69   11.2917     4655949096681472.00
 70   11.3250     4126353322409984.00
 71   11.3583     4954733865336832.00
 72   11.3917     3476235665539072.00
 73   11.4250     4966134856024064.00
 74   11.4583     6210546869207040.00
 75   11.4917     6533252995088384.00
